region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
Region IV-B,Occidental Mindoro,110130,Garza ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,MAGSAYSAY,ALIBOG,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes but with demolition,20m x 10m,1STY2CL,1,4,3
Region IV-B,Occidental Mindoro,110146,Talaba ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,MAGSAYSAY,POBLACION,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10m x 20m,1STY2CL,6,7,1
Region IV-B,Occidental Mindoro,110183,Sulong-Ipil Elementary School,OCCIDENTAL MINDORO,Occidental Mindoro Lone,MAMBURAO (Capital),FATIMA (TII),PRIVATE,TCT-CLOA,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,6,5,0
Region IV-B,Occidental Mindoro,110185,Talabaan Elementary School Proper,OCCIDENTAL MINDORO,Occidental Mindoro Lone,MAMBURAO (Capital),TALABAAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,10m x 20m,1STY2CL,14,7,0
Region IV-B,Occidental Mindoro,169514,Apis Elementary School,OCCIDENTAL MINDORO,Occidental Mindoro Lone,PALUAN,TUBILI,PRIVATE,TCT-CLOA,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,2,4,2
Region IV-B,Occidental Mindoro,110052,Katuray Minority School,OCCIDENTAL MINDORO,Occidental Mindoro Lone,PALUAN,ALIPAOY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,7,7,0
Region IV-B,Occidental Mindoro,110229,Arellano Elementary School,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,BATONG BUHAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY4CL,6,15,9
Region IV-B,Occidental Mindoro,110234,Gen. E. Aguinaldo ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,GENERAL EMILIO AGUINALDO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,10m x 20m,1STY2CL,4,9,5
Region IV-B,Occidental Mindoro,110239,Payompon ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,SANTA LUCIA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,8,10,2
Region IV-B,Occidental Mindoro,110219,San Miguel ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,CLAUDIO SALGADO,PRIVATE,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,6,9,3
Region IV-B,Occidental Mindoro,110222,Selina ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,ILVITA,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,17,15,0
Region IV-B,Occidental Mindoro,110246,Sta. Lucia II ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SABLAYAN,SANTA LUCIA,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,7,8,1
Region IV-B,Occidental Mindoro,110249,Bagong Sikat ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,BAGONG SIKAT,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes but with demolition,30m x 10m,1STY3CL,27,28,1
Region IV-B,Occidental Mindoro,110258,Curanta ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,SAN AGUSTIN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30m x 10m,1STY3CL,7,7,0
Region IV-B,Occidental Mindoro,110304,MANGARIN ELEMENTARY SCHOOL,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,MANGARIN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes but with demolition,30m x 10m,1STY3CL,13,8,0
Region IV-B,Occidental Mindoro,110310,Murtha ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,MURTHA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,40m x 10m,1STY4CL,13,11,0
Region IV-B,Occidental Mindoro,110312,Pag-asa Central School,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,PAG-ASA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,25m x 10m,2STY4CL,25,29,4
Region IV-B,Occidental Mindoro,110268,Pulang Lupa ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,CENTRAL,PRIVATE,TCT-CLOA,With Ownership,Yes with buildable space,10m x 20m,1STY2CL,13,15,2
Region IV-B,Occidental Mindoro,110269,San Agustin ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,SAN AGUSTIN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,18,21,3
Region IV-B,Occidental Mindoro,110314,Tagumpay ES,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SAN JOSE,MAPAYA,PRIVATE,GSUP/SFLMA,With Ownership,Yes with buildable space,10m x 20m,1STY2CL,8,7,0
Region IV-B,Occidental Mindoro,110158,Calomintao Settlement & Farm Sch.,OCCIDENTAL MINDORO,Occidental Mindoro Lone,SANTA CRUZ,ALACAAK,PRIVATE,OCT-CLOA,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,7,7,0
Region IV-B,Calapan City,301801,Ceriaco A. Abes Memorial National High School,ORIENTAL MINDORO,Oriental Mindoro 1st,CITY OF CALAPAN (Capital),MAHAL NA PANGALAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,55M X 41M,"2STY8CL, 2STY6CL",10,16,6
Region IV-B,Calapan City,111545,Salong Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,CITY OF CALAPAN (Capital),SALONG,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,23M X 10M,2STY4CL,8,9,1
Region IV-B,Calapan City,111546,San Antonio Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,CITY OF CALAPAN (Capital),SAN ANTONIO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,23M X 11M,2STY4CL,16,17,1
Region IV-B,Calapan City,111549,Suqui Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,CITY OF CALAPAN (Capital),SUQUI,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,36M X 12M,2STY6CL,7,8,1
Region IV-B,Oriental Mindoro,110347,Eladia C. Macalalad Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,BACO,TABON-TABON,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,18m x 10m,1STY2CL,13,9,0
Region IV-B,Oriental Mindoro,110331,Felix V. Aceveda Memorial School,ORIENTAL MINDORO,Oriental Mindoro 1st,BACO,MAYABIG,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50m x 20m,0,8,7,0
Region IV-B,Oriental Mindoro,309011,Rufino Asi National High School,ORIENTAL MINDORO,Oriental Mindoro 1st,BACO,PULANG-TUBIG,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30m x 15m,2STY4CL,5,6,1
Region IV-B,Oriental Mindoro,170004,San Andres Primary School,ORIENTAL MINDORO,Oriental Mindoro 1st,BACO,SAN ANDRES,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20 x 13,1STY2CL,1,4,3
Region IV-B,Oriental Mindoro,110507,Bagong Buhay ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,BAGONG BUHAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,70m x 30m,0,11,7,0
Region IV-B,Oriental Mindoro,110509,Balite Mangyan School,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,BALITE,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,6,7,1
Region IV-B,Oriental Mindoro,110511,Caburo Mangyan School,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,CABURO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,28 x 10,N/A,5,5,0
Region IV-B,Oriental Mindoro,110491,Kalinisan ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,KALINISAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25m x 9m,0,7,7,0
Region IV-B,Oriental Mindoro,110520,Malvar ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,ARANGIN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,28m x 12m,0,7,9,2
Region IV-B,Oriental Mindoro,110497,Masaging ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,MASAGUING,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,22m x 12m,0,6,4,0
Region IV-B,Oriental Mindoro,309003,Masaguing High School,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,MASAGUING,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,18m x 9m,0,6,4,0
Region IV-B,Oriental Mindoro,110547,Piñahan ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,PIÃ‘AHAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30m x 16m,1STY2CL,5,7,2
Region IV-B,Oriental Mindoro,110549,Sampaguita ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,SAMPAGUITA,PRIVATE,DOS-DEED OF SALE,With Ownership,Yes with buildable space,25m x 10m,0,16,14,0
Region IV-B,Oriental Mindoro,110528,San Luis ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,SAN LUIS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,7,7,0
Region IV-B,Oriental Mindoro,110502,Santiago ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,SANTIAGO,PRIVATE,DOD-DEED OF DONATION,With Ownership,No buildable space,,,7,7,0
Region IV-B,Oriental Mindoro,110548,Santiago Garong MS,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,SAN AGUSTIN I,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40m x 11m,0,13,12,0
Region IV-B,Oriental Mindoro,110503,Tigbao ES,ORIENTAL MINDORO,Oriental Mindoro 1st,NAUJAN,MONTELAGO,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,22 x 12,N/A,8,8,0
Region IV-B,Oriental Mindoro,110587,Bakyaan Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,POLA,TAGUMPAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,19m x 9m,0,3,4,1
Region IV-B,Oriental Mindoro,110595,Malibago Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,POLA,MALIBAGO,PRIVATE,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,28 x 12,N/A,8,7,0
Region IV-B,Oriental Mindoro,170027,Lapantay Mangyan School,ORIENTAL MINDORO,Oriental Mindoro 1st,PUERTO GALERA,VILLAFLOR,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30m x 20m,0,4,4,0
Region IV-B,Oriental Mindoro,110618,Paraway Mangyan School,ORIENTAL MINDORO,Oriental Mindoro 1st,PUERTO GALERA,VILLAFLOR,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,5,7,2
Region IV-B,Oriental Mindoro,110652,Bigaan ES,ORIENTAL MINDORO,Oriental Mindoro 1st,SAN TEODORO,BIGAAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,24m x 10m,1STY2CL,10,11,1
Region IV-B,Oriental Mindoro,110669,CATININGAN ELEMENTARY SCHOOL,ORIENTAL MINDORO,Oriental Mindoro 1st,SOCORRO,CATININGAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,26m x 12m,1STY2CL,9,13,4
Region IV-B,Oriental Mindoro,110687,Alialy Roldan MES,ORIENTAL MINDORO,Oriental Mindoro 1st,VICTORIA,POBLACION I,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,18,15,0
Region IV-B,Oriental Mindoro,110689,Bagong Buhay ES,ORIENTAL MINDORO,Oriental Mindoro 1st,VICTORIA,BAGONG BUHAY,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30m x 12m,0,7,9,2
Region IV-B,Oriental Mindoro,110708,San Narciso Elementary School,ORIENTAL MINDORO,Oriental Mindoro 1st,VICTORIA,SAN NARCISO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,28 x 20,1UNIT/s-1STY2CL,6,11,5
Region IV-B,Oriental Mindoro,309013,Conrazon High School,ORIENTAL MINDORO,Oriental Mindoro 2nd,BANSUD,CONRAZON,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,10,13,3
Region IV-B,Oriental Mindoro,110360,Manacsi Elementary School,ORIENTAL MINDORO,Oriental Mindoro 2nd,BANSUD,MALO,PRIVATE,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,22m x 10m,0,3,4,1
Region IV-B,Oriental Mindoro,110367,Sto. Niño ES,ORIENTAL MINDORO,Oriental Mindoro 2nd,BANSUD,SALCEDO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 12m,0,7,7,0
Region IV-B,Oriental Mindoro,100948,Acasia Elementary School,ORIENTAL MINDORO,Oriental Mindoro 2nd,BONGABONG,LABASAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,27 x 9,1UNIT/s-1STY2CL,1,4,3
Region IV-B,Oriental Mindoro,110402,Fidel M. Reyes MS,ORIENTAL MINDORO,Oriental Mindoro 2nd,BONGABONG,MINA DE ORO,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 20m,0,15,13,0
Region IV-B,Oriental Mindoro,110407,Sebastian Umali MS,ORIENTAL MINDORO,Oriental Mindoro 2nd,BONGABONG,HAGUPIT,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,0,7,6,0
Region IV-B,Oriental Mindoro,305922,Bagong Sikat High School,ORIENTAL MINDORO,Oriental Mindoro 2nd,BULALACAO (SAN PEDRO),BAGONG SIKAT,PRIVATE,TCT-CLOA,With Ownership,Yes with buildable space,18m x 9m,0,0,4,4
Region IV-B,Oriental Mindoro,110424,Nasucob ES,ORIENTAL MINDORO,Oriental Mindoro 2nd,BULALACAO (SAN PEDRO),NASUKOB (POB.),PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30m x 10m,0,11,10,0
Region IV-B,Oriental Mindoro,301622,San Roque NHS,ORIENTAL MINDORO,Oriental Mindoro 2nd,BULALACAO (SAN PEDRO),SAN ROQUE (BUYAYAO),PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,24m x 10m,0,35,32,0
Region IV-B,Oriental Mindoro,110449,Malusak ES,ORIENTAL MINDORO,Oriental Mindoro 2nd,GLORIA,NARRA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,0,15,14,0
Region IV-B,Oriental Mindoro,110451,Maragooc ES,ORIENTAL MINDORO,Oriental Mindoro 2nd,GLORIA,MARAGOOC,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30m x 10m,0,6,8,2
Region IV-B,Oriental Mindoro,110564,Quinabigan ES,ORIENTAL MINDORO,Oriental Mindoro 2nd,PINAMALAYAN,QUINABIGAN,PRIVATE,DOS-DEED OF SALE,With Ownership,Yes with buildable space,24m x 10m,0,16,14,0
Region IV-B,Palawan,170506,San Felipe Elementary School,PALAWAN,Palawan 1st,ARACELI,TININTINAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,0,4,4,0
Region IV-B,Palawan,301734,Salvacion National High School,PALAWAN,Palawan 1st,BUSUANGA,SALVACION,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY1CL,34,36,2
Region IV-B,Palawan,170577,Bulok-bulokan Elementary School,PALAWAN,Palawan 1st,CULION,OSMEÃ‘A,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY1CL,5,5,0
Region IV-B,Palawan,110935,Chindonan Elementary School,PALAWAN,Palawan 1st,CULION,LIBIS,PRIVATE,DOS-DEED OF SALE,With Ownership,Yes with buildable space,50m x 10m,1STY2CL & 1STY3CL,2,7,5
Region IV-B,Palawan,110999,Balading Elementary School,PALAWAN,Palawan 1st,CUYO,BALADING,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,6,5,0
Region IV-B,Palawan,111007,Paaralan ng Buhay ng Antipolo,PALAWAN,Palawan 1st,CUYO,LAGAORIAO (POB.),PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,20m x 10m,1STY1CL,5,4,0
Region IV-B,Palawan,170514,Tagumpay Elementary School,PALAWAN,Palawan 1st,DUMARAN,SANTA MARIA,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,3,4,1
Region IV-B,Palawan,111013,Aberawan Elementary School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),ABERAWAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,50m x 20m,1STY3CL,8,10,2
Region IV-B,Palawan,111020,Calitang Elementary School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),BUCANA,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY3CL,9,12,3
Region IV-B,Palawan,305624,Diapila National High School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),TENEGUIBAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY8CL,0,4,4
Region IV-B,Palawan,111026,Ligad Elementary School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),TENEGUIBAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,4,5,1
Region IV-B,Palawan,301713,New Ibajay National High School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),NEW IBAJAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,45,12,0
Region IV-B,Palawan,305625,Villa Paz National High School,PALAWAN,Palawan 1st,EL NIDO (BACUIT),VILLA PAZ,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,25X10,1STY2CL,4,4,0
Region IV-B,Palawan,301689,Danawan National High School,PALAWAN,Palawan 1st,MAGSAYSAY,DANAWAN (POB.),PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20X10,N/A,21,14,0
Region IV-B,Palawan,111046,Lacaren Elementary School,PALAWAN,Palawan 1st,MAGSAYSAY,LACAREN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY1CL,1,4,3
Region IV-B,Palawan,170546,Nicolas M. Aborot Sr. Memorial Elementary School,PALAWAN,Palawan 1st,MAGSAYSAY,BALAGUEN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-3STY15CL,8,7,0
Region IV-B,Palawan,111140,Bagong Silang Elementary School,PALAWAN,Palawan 1st,ROXAS,MAGARA (ARASAN),PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20X10,N/A,5,4,0
Region IV-B,Palawan,301681,Caruray National High School,PALAWAN,Palawan 1st,SAN VICENTE,CARURAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,60X20,N/A,17,16,1
Region IV-B,Palawan,111199,Panindigan Elementary School,PALAWAN,Palawan 1st,SAN VICENTE,POBLACION (SAN VICENTE),PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,12,9,0
Region IV-B,Palawan,111204,T.D.C. Elementary School,PALAWAN,Palawan 1st,SAN VICENTE,PORT BARTON,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,0,6,7,1
Region IV-B,Palawan,111189,Tranquilino L. Oblan Elementary School,PALAWAN,Palawan 1st,SAN VICENTE,SAN ISIDRO,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,35X20,N/A,9,7,0
Region IV-B,Palawan,111214,Bulalo Elementary School,PALAWAN,Palawan 1st,TAYTAY,SAN JOSE,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20m x 10m,0,7,7,0
Region IV-B,Palawan,301676,Busy Bees National High School,PALAWAN,Palawan 1st,TAYTAY,BUSY BEES,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,50X10,N/A,4,4,0
Region IV-B,Palawan,111218,Calampisao Elementary School,PALAWAN,Palawan 1st,TAYTAY,CASIAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20m x 10m,0,6,4,0
Region IV-B,Palawan,170527,Calapa Elementary School,PALAWAN,Palawan 1st,TAYTAY,BANBANAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20X10,N/A,5,4,0
Region IV-B,Palawan,111223,Casian Elementary School,PALAWAN,Palawan 1st,TAYTAY,CASIAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20X10,1STY2CL,12,11,0
Region IV-B,Palawan,111224,Cataban Elementary School,PALAWAN,Palawan 1st,TAYTAY,CATABAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,7,7,0
Region IV-B,Palawan,309103,Central Taytay National High Shool,PALAWAN,Palawan 1st,TAYTAY,POBLACION,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY3CL,47,56,9
Region IV-B,Palawan,342752,Central Taytay Senior High School,PALAWAN,Palawan 1st,TAYTAY,POBLACION,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,80m X 10m,0,58,36,0
Region IV-B,Palawan,170570,Ching Bing Kao Elementary School,PALAWAN,Palawan 1st,TAYTAY,CASIAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20m x 10m,1STY2CL,8,7,0
Region IV-B,Palawan,170541,Dinet ElementarySchool,PALAWAN,Palawan 1st,TAYTAY,CASIAN,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,6,6,0
Region IV-B,Palawan,111240,Paly Elementary School,PALAWAN,Palawan 1st,TAYTAY,PALY (PALY ISLAND),PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,13,4
Region IV-B,Palawan,309145,Pamantolon National High School,PALAWAN,Palawan 1st,TAYTAY,PAMANTOLON,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY4CL,10,10,2
Region IV-B,Palawan,309127,Sibaring National High School,PALAWAN,Palawan 2nd,BALABAC,SEBARING,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10 x 20,N/A,8,5,0
Region IV-B,Palawan,170522,Alfredo Gregorio Memorial Elementary School,PALAWAN,Palawan 2nd,BATARAZA,RIO TUBA,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,54 X 9.5,1UNIT/s-1STY3CL,22,32,10
Region IV-B,Palawan,110829,Culandanum Elementary School,PALAWAN,Palawan 2nd,BATARAZA,CULANDANUM,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,9 X 20,1STY2CL,10,11,1
Region IV-B,Palawan,110830,Dudungguan Elementary School,PALAWAN,Palawan 2nd,BATARAZA,BULILUYAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 20,0,5,7,2
Region IV-B,Palawan,110837,Malitub Elementary School,PALAWAN,Palawan 2nd,BATARAZA,MALITUB,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,9 X 20,0,4,6,2
Region IV-B,Palawan,309159,Peace and Development Community National High School,PALAWAN,Palawan 2nd,BATARAZA,SAPA,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 20,0,5,4,0
Region IV-B,Palawan,170552,Rogelio Verano Esteban Elementary School,PALAWAN,Palawan 2nd,BATARAZA,BONO-BONO,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10 X 23,2STY4CL,3,10,7
Region IV-B,Palawan,110848,Sapa Elementary School,PALAWAN,Palawan 2nd,BATARAZA,SAPA,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,8 X 10,"1STY2CL , 1STY1CL",8,11,3
Region IV-B,Palawan,110852,Sayab II Elementary School,PALAWAN,Palawan 2nd,BATARAZA,PURING,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,9 X 30,1STY3CL,4,7,3
Region IV-B,Palawan,110864,Barongbarong Elementary School,PALAWAN,Palawan 2nd,BROOKE'S POINT,BARONG-BARONG,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,18 x 9.5,1UNIT/s-1STY3CL,11,13,2
Region IV-B,Palawan,309136,Inil U. Taha National High School,PALAWAN,Palawan 2nd,BROOKE'S POINT,ARIBUNGOS,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,25 X 9.5,1UNIT/s-1STY2CL,11,15,4
Region IV-B,Palawan,301700,Ipilan National High School,PALAWAN,Palawan 2nd,BROOKE'S POINT,IPILAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10 X 23,2STY4CL,21,25,4
Region IV-B,Palawan,110875,Kilala Elementary School,PALAWAN,Palawan 2nd,BROOKE'S POINT,MALIS,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 10,0,8,6,0
Region IV-B,Palawan,110889,Rizal Elementary School,PALAWAN,Palawan 2nd,BROOKE'S POINT,MAMBALOT,PRIVATE,DOS-DEED OF SALE,With Ownership,Yes with buildable space,9 X 20,1STY2CL,6,7,1
Region IV-B,Palawan,111066,Estrella Village Elementary School,PALAWAN,Palawan 2nd,NARRA,ESTRELLA VILLAGE,PRIVATE,TCT-CLOA,With Ownership,Yes with buildable space,9 X 20,0,7,7,0
Region IV-B,Palawan,111070,Maranan Elementary School,PALAWAN,Palawan 2nd,NARRA,CALATEGAS,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 30,1STY3CL,4,7,3
