region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
Region IV-B,Palawan,301718,Panacan National High School,PALAWAN,Palawan 2nd,NARRA,PANACAN,PRIVATE,DOS-DEED OF SALE,With Ownership,Yes with buildable space,9 X 20,0,36,23,0
Region IV-B,Palawan,111079,Taritien Elementary School,PALAWAN,Palawan 2nd,NARRA,TARITIEN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 38,"1STY2CL , 1STY2CL",3,7,4
Region IV-B,Palawan,111085,Bagong Pag-asa Elementary School,PALAWAN,Palawan 2nd,QUEZON,CALATAGBAK,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,9 X 20,0,4,4,0
Region IV-B,Palawan,130295,Marnek Elementary School,PALAWAN,Palawan 2nd,QUEZON,ARAMAYWAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 40,0,4,7,3
Region IV-B,Palawan,111117,Panitian Elementary School,PALAWAN,Palawan 2nd,QUEZON,PANITIAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,18 x 9.5,1UNIT/s-1STY2CL,15,17,2
Region IV-B,Palawan,309147,Pinaglabanan National High School,PALAWAN,Palawan 2nd,QUEZON,PINAGLABANAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,8 x 10,0,10,8,0
Region IV-B,Palawan,111133,Tina Elementary School,PALAWAN,Palawan 2nd,QUEZON,TAGUSAO,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,9 X 38,"1STY2CL , 1STY2CL",5,9,4
Region IV-B,Palawan,170544,Bulno Elementary School,PALAWAN,Palawan 2nd,RIZAL (MARCOS),TABURI,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 20,1STY2CL,8,10,2
Region IV-B,Palawan,309146,Panalingaan National High School,PALAWAN,Palawan 2nd,RIZAL (MARCOS),PANALINGAAN,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,9 X 20,0,13,15,2
Region IV-B,Palawan,301659,Aborlan National High School,PALAWAN,Palawan 3rd,ABORLAN,POBLACION,PRIVATE,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,45x15,1UNIT/s-1STY3CL,56,44,0
Region IV-B,Palawan,170535,Aplaya Elementary School,PALAWAN,Palawan 3rd,ABORLAN,RAMON MAGSAYSAY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20X10,1STY2CL,6,5,0
Region IV-B,Palawan,301661,Apurawan National High School,PALAWAN,Palawan 3rd,ABORLAN,APORAWAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 x 10,0,21,13,0
Region IV-B,Palawan,309101,Isla Sombrero NHS,PALAWAN,Palawan 3rd,ABORLAN,POBLACION,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 x 10,0,0,4,4
Region IV-B,Palawan,309112,Marcelo A. Bantug National High School,PALAWAN,Palawan 3rd,ABORLAN,SAN JUAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20 x 10,1STY2CL,12,4,0
Region IV-B,Palawan,110730,Marikit Elementary School,PALAWAN,Palawan 3rd,ABORLAN,SAN JUAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20 x 10,1STY2CL,7,9,2
Region IV-B,Palawan,110735,Sombrero Elementary School,PALAWAN,Palawan 3rd,ABORLAN,POBLACION,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20x10,1UNIT/s-2STY6CL,5,6,1
Region IV-B,Puerto Princesa City,111473,Abanico ES,PALAWAN,Palawan 3rd,PUERTO PRINCESA CITY (Capital),SAN PEDRO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,36 x 10,1UNIT/s-3STY12CL,16,17,1
Region IV-B,Puerto Princesa City,111480,Iratag ES,PALAWAN,Palawan 3rd,PUERTO PRINCESA CITY (Capital),IRAWAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,40m x 10m,0,6,7,1
Region IV-B,Puerto Princesa City,111488,Mangingisda West Elementary School,PALAWAN,Palawan 3rd,PUERTO PRINCESA CITY (Capital),BARANGAY NG MGA MANGINGISDA,PRIVATE,OCT-CLOA,With Ownership,Yes with buildable space,45m x 35m ,2STY4CL,6,7,1
Region IV-B,Puerto Princesa City,171508,Virgilio R. Magbanua MES,PALAWAN,Palawan 3rd,PUERTO PRINCESA CITY (Capital),SAN PEDRO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,8,15,7
Region IV-B,Romblon,111350,Bunsoran ES,ROMBLON,Romblon Lone,FERROL,BUNSORAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,13.5 x 20,1STY2CL,10,7,0
Region IV-B,Romblon,111343,Poctoy-Baito ES,ROMBLON,Romblon Lone,ODIONGAN,POCTOY,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,13.5 x 30,N/A,10,7,0
Region IV-B,Romblon,111417,Agpudlos ES,ROMBLON,Romblon Lone,SAN ANDRES,AGPUDLOS,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,13.5 x 20,1STY2CL,6,8,2
Region IV-B,Romblon,305603,Agripino Armedilla National High School,ROMBLON,Romblon Lone,SANTA FE,MAT-I,PRIVATE,OCT-CLOA,With Ownership,Yes with buildable space,13.5 X 50,2STY4CL,4,5,1
NCR,Caloocan City,305383,Bagong Barrio National High School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 142,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,32,92,60
NCR,Caloocan City,305724,Bagong Barrio Senior High School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 139,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,33,16,0
NCR,Caloocan City,319701,Cielito Zamora Junior High School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 177,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,32m x 10m,4STY8CL,35,100,65
NCR,Caloocan City,136635,Cielito Zamora Memorial School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 177,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,37,115,78
NCR,Caloocan City,305386,Deparo High School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 168,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,0,1UNIT/s-4STY12CL,39,76,37
NCR,Caloocan City,136626,Libis Baesa Elementary School,NCR   THIRD DISTRICT,Caloocan 1st,KALOOKAN CITY,BARANGAY 160,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,11,23,12
NCR,Caloocan City,136614,Sampalukan Elementary School,NCR   THIRD DISTRICT,Caloocan 2nd,KALOOKAN CITY,BARANGAY 24,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,35,40,5
NCR,Caloocan City,319703,Mountain Heights High School,NCR   THIRD DISTRICT,Caloocan 3rd,KALOOKAN CITY,BARANGAY 183,PRIVATE,MOA,With Ownership,No buildable space,,,6,17,11
NCR,Caloocan City,305377,Pangarap High School,NCR   THIRD DISTRICT,Caloocan 3rd,KALOOKAN CITY,BARANGAY 182,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,16,41,25
NCR,Las Piñas City,136782,Almanza Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,ALMANZA UNO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,51,116,65
NCR,Las Piñas City,136780,Camella Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,PULANG LUPA DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,14,32,18
NCR,Las Piñas City,320301,Equitable Village National High School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON KUATRO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,17,33,16
NCR,Las Piñas City,136775,Gatchalian Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,MANUYO DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,22,67,45
NCR,Las Piñas City,136776,Ilaya Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,ILAYA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,25m x 10m,4STY8CL,17,30,13
NCR,Las Piñas City,320304,Las Piñas City National Science High School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,27,26,0
NCR,Las Piñas City,340551,Las Piñas City National Senior High School - Dona Josefa Campus,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,ALMANZA UNO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,29,52,23
NCR,Las Piñas City,340552,Las Piñas City National Senior High School- Talon Dos Campus,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,6,6,0
NCR,Las Piñas City,320307,Las Piñas City Technical-Vocational High School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON TRES,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,22,36,14
NCR,Las Piñas City,305433,Las Piñas North National High School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,PULANG LUPA DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,31,75,44
NCR,Las Piñas City,136785,Moonwalk Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON SINGKO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,56,102,46
NCR,Las Piñas City,136786,Moonwalk Elementary School - Mikesell Annex,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON SINGKO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,13,36,23
NCR,Las Piñas City,136789,Pilar Village Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,PILAR,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,30,82,52
NCR,Las Piñas City,305435,Talon Village National High School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,TALON KUATRO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,25,47,22
NCR,Las Piñas City,136781,Vergonville Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,PULANG LUPA DOS,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,18,50,32
NCR,Las Piñas City,136791,Zapote Elementary School,NCR   FOURTH DISTRICT,Las Piñas City Lone,CITY OF LAS PIÑAS,ZAPOTE,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,29,54,25
NCR,Makati City,136716,San Antonio Village ES,NCR   FOURTH DISTRICT,Makati 1st,CITY OF MAKATI,SAN ANTONIO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,10,20,10
NCR,Malabon City,136855,Maysilo ES,NCR   THIRD DISTRICT,Malabon Lone,CITY OF MALABON,MAYSILO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,12m x 23m,4STY8CL,14,25,11
NCR,Malabon City,136849,Potrero ES I,NCR   THIRD DISTRICT,Malabon Lone,CITY OF MALABON,POTRERO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,12m x 30m,4STY 8CL,15,24,9
NCR,Malabon City,305449,Potrero NHS,NCR   THIRD DISTRICT,Malabon Lone,CITY OF MALABON,POTRERO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,12m x 28m,6sty12cl,23,51,28
NCR,Manila,136430,Arsenio H. Lacson Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 1st,TONDO,BARANGAY 137,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,28,71,43
NCR,Manila,136426,Francisco Benitez Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 2nd,TONDO,BARANGAY 165,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,62,85,23
NCR,Manila,136421,Lapu-Lapu Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 2nd,TONDO,BARANGAY 201,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,22,21,0
NCR,Manila,136424,Melchora Aquino Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 2nd,TONDO,BARANGAY 204,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,1,22,21
NCR,Manila,305296,"Pres. Sergio Osmena, Sr. High School","MANILA, NCR,  FIRST DISTRICT ",Manila 2nd,TONDO,BARANGAY 173,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,40,66,26
NCR,Manila,136447,E. A. Remigio ES,"MANILA, NCR,  FIRST DISTRICT ",Manila 3rd,SANTA CRUZ,BARANGAY 378,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,20,11
NCR,Manila,136464,Moises Salvador Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 4th,SAMPALOC,BARANGAY 432,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,39,36,0
NCR,Manila,136477,Aurora A. Quezon Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 5th,MALATE,BARANGAY 703,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,130,138,8
NCR,Manila,136478,H.J. Atienza Elementary School,"MANILA, NCR,  FIRST DISTRICT ",Manila 5th,PORT AREA,BARANGAY 649,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes but with demolition,36M X 30M,0,51,107,56
NCR,Manila,305316,Mariano Marcos Memorial High School,"MANILA, NCR,  FIRST DISTRICT ",Manila 6th,SANTA ANA,BARANGAY 866,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,107,107,3
NCR,Marikina City,319903,Barangka NHS,NCR   SECOND DISTRICT,Marikina 1st,CITY OF MARIKINA,BARANGKA,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,15,28,13
NCR,Marikina City,305402,Malanday National High School,NCR   SECOND DISTRICT,Marikina 1st,CITY OF MARIKINA,MALANDAY,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,65,56,0
NCR,Muntinlupa City,136913,Cupang ES - Annex,NCR   FOURTH DISTRICT,Muntinlupa Lone,CITY OF MUNTINLUPA,CUPANG,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,11,24,13
NCR,Muntinlupa City,136900,F. De Mesa ES,NCR   FOURTH DISTRICT,Muntinlupa Lone,CITY OF MUNTINLUPA,PUTATAN,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30m x 12m,4STY8CL,44,47,3
NCR,Muntinlupa City,136905,Soldiers' Hills ES,NCR   FOURTH DISTRICT,Muntinlupa Lone,CITY OF MUNTINLUPA,PUTATAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,39,62,23
NCR,Muntinlupa City,136915,Sucat ES Sitio Pagkakaisa - Annex,NCR   FOURTH DISTRICT,Muntinlupa Lone,CITY OF MUNTINLUPA,SUCAT,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,12,37,25
NCR,Paranaque City,305424,Paranaque National High School Main,NCR   FOURTH DISTRICT,Parañaque 1st,CITY OF PARAÑAQUE,SAN DIONISIO,PRIVATE,TD-TAX DECLARATION,With Ownership,Yes but with demolition,12X48,Midrise Building,255,463,208
NCR,Paranaque City,320201,Parañaque Science High School,NCR   FOURTH DISTRICT,Parañaque 1st,CITY OF PARAÑAQUE,SANTO NINO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,34,23,0
NCR,Paranaque City,226002,San Isidro Elementary School,NCR   FOURTH DISTRICT,Parañaque 1st,CITY OF PARAÑAQUE,SAN ISIDRO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,17,42,25
NCR,Paranaque City,137128,Silverio Elementary School,NCR   FOURTH DISTRICT,Parañaque 1st,CITY OF PARAÑAQUE,SAN ISIDRO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,19,78,59
NCR,Paranaque City,136761,Col. E. De Leon Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,MOONWALK,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,28,56,28
NCR,Paranaque City,137129,Don Bosco Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,DON BOSCO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,20,37,17
NCR,Paranaque City,136753,Fourth Estate Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,SAN ANTONIO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,68,196,128
NCR,Paranaque City,136755,Masville Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,B. F. HOMES,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,23,63,40
NCR,Paranaque City,305429,Masville National High School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,B. F. HOMES,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,33,44,11
NCR,Paranaque City,137131,Merville Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,MERVILLE,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,29,22,0
NCR,Paranaque City,320203,Moonwalk National High School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,MOONWALK,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,47,111,64
NCR,Paranaque City,136759,San Antonio Elementary School,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,SAN ANTONIO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,64,131,67
NCR,Paranaque City,300553,San Antonio National High School Parañaque,NCR   FOURTH DISTRICT,Parañaque 2nd,CITY OF PARAÑAQUE,SAN ANTONIO,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,32,72,40
NCR,Pasig City,136726,Dr. Sixto Antonio Elementary School,NCR   SECOND DISTRICT,Pasig Lone,CITY OF PASIG,BAMBANG,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,35 x 13 (but with proposed Multipurpose Building),0,44,40,0
NCR,Pasig City,136727,Kalawaan Elementary School,NCR   SECOND DISTRICT,Pasig Lone,CITY OF PASIG,KALAWAAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,81,86,5
NCR,Pasig City,136732,Pineda Elementary School,NCR   SECOND DISTRICT,Pasig Lone,CITY OF PASIG,PINEDA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,75,49,0
NCR,Pasig City,136743,San Miguel Elementary School,NCR   SECOND DISTRICT,Pasig Lone,CITY OF PASIG,SAN MIGUEL,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,96,98,2
NCR,Pasig City,136739,Santolan Elementary School,NCR   SECOND DISTRICT,Pasig Lone,CITY OF PASIG,SANTOLAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,114,143,29
NCR,Quezon City,305321,Judge Juan Luna HS,NCR   SECOND DISTRICT,Quezon City 1st,QUEZON CITY,BUNGAD,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,51,64,13
NCR,Quezon City,136502,Paltok ES,NCR   SECOND DISTRICT,Quezon City 1st,QUEZON CITY,PALTOK,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,17,24,7
NCR,Quezon City,136542,Dona Juana ES,NCR   SECOND DISTRICT,Quezon City 2nd,QUEZON CITY,HOLY SPIRIT,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,58,181,123
NCR,Quezon City,319505,"Judge Feliciano Belmonte, Sr. HS",NCR   SECOND DISTRICT,Quezon City 2nd,QUEZON CITY,HOLY SPIRIT,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,72,169,97
NCR,Quezon City,305355,Carlos L. Albert HS,NCR   SECOND DISTRICT,Quezon City 4th,QUEZON CITY,SANTOL,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,42.5m x 15m,0,72,111,39
NCR,Quezon City,136572,Malaya ES,NCR   SECOND DISTRICT,Quezon City 4th,QUEZON CITY,MALAYA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,1,17,16
NCR,Quezon City,360871,Pedro Tuason Senior High School,NCR   SECOND DISTRICT,Quezon City 4th,QUEZON CITY,KAUNLARAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,25,4,0
NCR,Quezon City,136532,Delfin M. Geraldez Memorial ES,NCR   SECOND DISTRICT,Quezon City 5th,QUEZON CITY,KALIGAYAHAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,22,51,29
NCR,Quezon City,305339,North Fairview HS,NCR   SECOND DISTRICT,Quezon City 5th,QUEZON CITY,NORTH FAIRVIEW,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,50m x 11m,0,63,122,59
NCR,Quezon City,136528,Rosa L. Susano - Novaliches ES,NCR   SECOND DISTRICT,Quezon City 5th,QUEZON CITY,GULOD,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,124,237,113
NCR,Quezon City,136519,Lucas R. Pascual Memorial  Elementary School,NCR   SECOND DISTRICT,Quezon City 6th,QUEZON CITY,BAESA,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,58,74,16
NCR,Quezon City,136513,New Era ES,NCR   SECOND DISTRICT,Quezon City 6th,QUEZON CITY,NEW ERA (CONSTITUTION HILLS),PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,62,96,34
NCR,Quezon City,305343,New Era High School,NCR   SECOND DISTRICT,Quezon City 6th,QUEZON CITY,NEW ERA (CONSTITUTION HILLS),PRIVATE,MOA,With Ownership,No buildable space,,,59,105,46
NCR,Quezon City,136514,Pasong Tamo ES,NCR   SECOND DISTRICT,Quezon City 6th,QUEZON CITY,PASONG TAMO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,67,187,120
NCR,Quezon City,136524,Placido del Mundo ES,NCR   SECOND DISTRICT,Quezon City 6th,QUEZON CITY,TALIPAPA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,127,137,10
NCR,City of San Juan,137077,West Crame ES,NCR   SECOND DISTRICT,San Juan Lone,CITY OF SAN JUAN,WEST CRAME,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,17,20,3
NCR,Taguig City and Pateros,136878,Tipas Elementary School - Annex,NCR   FOURTH DISTRICT,Taguig-Pateros 1st,TAGUIG CITY,CALZADA,PRIVATE,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,No buildable space,,,21,57,36
NCR,Valenzuela City,320406,Canumay East National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,CANUMAY,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,48,28,0
NCR,Valenzuela City,305705,Disiplina Village-Bignay National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,BIGNAY,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,27,35,8
NCR,Valenzuela City,305440,Lawang Bato National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,LAWANG BATO,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,37,87,50
NCR,Valenzuela City,136795,Lingunan Elementary School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,LINGUNAN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,33,84,51
NCR,Valenzuela City,305706,Malanday National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,PASO DE BLAS,PRIVATE,TD-TAX DECLARATION,With Ownership,No buildable space,,,69,46,3
NCR,Valenzuela City,305438,Malinta National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,MALINTA,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,62,138,76
NCR,Valenzuela City,305565,Punturin Senior High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,PUNTURIN,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,9,20,11
NCR,Valenzuela City,136812,Roberta de Jesus Elementary School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,BIGNAY,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,47,147,100
NCR,Valenzuela City,305707,Veinte Reales National High School,NCR   THIRD DISTRICT,Valenzuela 1st,CITY OF VALENZUELA,VIENTE REALES,PRIVATE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,27,30,3
