region,division,classification,position,status,item_status,number
Region XI - Davao,Division of Mati City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Ifugao,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XI - Davao,Division of Panabo City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XI - Davao,Division of Tagum City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XI - Davao,Regional Office - Proper,Architecture and Engineering Service,Draftsman II,Filled,Regular,1
Region XI - Davao,Regional Office - Proper,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Cotabato,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Benguet,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of General Santos City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Kidapawan City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Koronadal City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Baguio City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Sarangani,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of South Cotabato,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Regional Office - Proper,Architecture and Engineering Service,Draftsman II,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Sultan Kudarat,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Regional Office - Proper,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Apayao,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XII - SOCCSKSARGEN,Regional Office - Proper,Architecture and Engineering Service,Draftsman II,Filled,Regular,1
Region XII - SOCCSKSARGEN,Regional Office - Proper,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Agusan del Norte,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Agusan del Sur,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Abra,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Bislig City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Butuan City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Dinagat Island,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Siargao,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Central Office,Central Office,Architecture and Engineering Service,Engineer V,Filled,Regular,1
Central Office,Central Office,Architecture and Engineering Service,Engineer IV,Unfilled,Regular,1
Central Office,Central Office,Architecture and Engineering Service,Engineer IV,Unfilled,CTI,1
Central Office,Central Office,Architecture and Engineering Service,Engineer IV,Filled,Regular,1
Central Office,Central Office,Architecture and Engineering Service,Draftsman II,Unfilled,CTI,1
Region XIII - CARAGA,Division of Surigao City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region XIII - CARAGA,Division of Surigao del Norte,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region I - Ilocos,Division of Pangasinan II,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region I - Ilocos,Division of San Carlos City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region I - Ilocos,Division of Pangasinan I,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region I - Ilocos,Division of Urdaneta City,Architecture and Engineering Service,Engineer III,Filled,Regular,1
Region VIII - Eastern Visayas,Division of Tacloban City,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,2
National Capital Region (NCR),Division of Makati,"Crafts, Trades and Related Services",Reproduction Machine Operator I,Filled,Regular,2
Region III - Central Luzon,Division of Balanga City,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Biliran,"Crafts, Trades and Related Services",Handicraft Worker I,Unfilled,CTI,2
Central Office,Central Office,"Crafts, Trades and Related Services",Typesetter II,Unfilled,Regular,2
Central Office,Central Office,"Crafts, Trades and Related Services",Typesetter II,Filled,Regular,2
Region II - Cagayan Valley,Division of Batanes,"Crafts, Trades and Related Services",Marine Engineman I,Unfilled,Regular,1
Region I - Ilocos,Division of Laoag City,"Crafts, Trades and Related Services",Handicraft Worker I,Filled,Regular,1
Region II - Cagayan Valley,Division of Isabela,"Crafts, Trades and Related Services",Marine Engineman I,Filled,CTI,1
Region III - Central Luzon,Division of Balanga City,"Crafts, Trades and Related Services",Handicraft Worker II,Filled,Regular,1
Region III - Central Luzon,Division of Malolos City,"Crafts, Trades and Related Services",Marine Engineman I,Filled,Regular,1
Region III - Central Luzon,Regional Office - Proper,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,1
Region IVA - CALABARZON,Division of Cavite,"Crafts, Trades and Related Services",Handicraft Worker II,Filled,Regular,1
Region IVA - CALABARZON,Division of Cavite,"Crafts, Trades and Related Services",Laboratory Technician I,Filled,Regular,1
Region IVA - CALABARZON,Regional Office - Proper,"Crafts, Trades and Related Services",Construction and Maintenance Man,Unfilled,CTI,1
Region IX - Zamboanga Peninsula,Regional Office - Proper,"Crafts, Trades and Related Services",Construction and Maintenance Man,Unfilled,CTI,1
Region IX - Zamboanga Peninsula,Regional Office - Proper,"Crafts, Trades and Related Services",Metal Worker I,Filled,CTI,1
National Capital Region (NCR),Regional Office - Proper,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Crafts, Trades and Related Services",Reproduction Machine Operator I,Filled,Regular,1
Region VI - Western Visayas,Division of Aklan,"Crafts, Trades and Related Services",Handicraft Worker II,Unfilled,Regular,1
National Capital Region (NCR),Division of Pasig City,"Crafts, Trades and Related Services",Handicraft Worker II,Filled,Regular,1
National Capital Region (NCR),Division of Pasig City,"Crafts, Trades and Related Services",Handicraft Worker I,Filled,Regular,1
Region VI - Western Visayas,Division of Roxas City,"Crafts, Trades and Related Services",Handicraft Worker II,Unfilled,CTI,1
Region VII - Central Visayas,Division of Cebu Province,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,1
Region VII - Central Visayas,Regional Office - Proper,"Crafts, Trades and Related Services",Construction and Maintenance Man,Unfilled,CTI,1
Region VIII - Eastern Visayas,Division of Calbayog City,"Crafts, Trades and Related Services",Marine Engineman I,Unfilled,CTI,1
Region VIII - Eastern Visayas,Division of Eastern Samar,"Crafts, Trades and Related Services",Handicraft Worker II,Unfilled,CTI,1
Region VIII - Eastern Visayas,Division of Northern Samar,"Crafts, Trades and Related Services",Handicraft Worker I,Unfilled,CTI,1
Region X - Northern Mindanao,Division of Iligan City,"Crafts, Trades and Related Services",Mechanical Plant Operator II,Filled,CTI,1
Region X - Northern Mindanao,Division of Lanao del Norte,"Crafts, Trades and Related Services",Construction and Maintenance Man,Filled,Regular,1
Region X - Northern Mindanao,Division of Ozamiz City,"Crafts, Trades and Related Services",Mechanical Plant Operator I,Filled,Regular,1
Cordillera Administrative Region (CAR),Division of Tabuk City,"Crafts, Trades and Related Services",Mechanical Plant Operator II,Filled,CTI,1
Region XI - Davao,Division of Davao del Sur,"Crafts, Trades and Related Services",Marine Engineman I,Filled,Regular,1
Region XII - SOCCSKSARGEN,Division of Sarangani,"Crafts, Trades and Related Services",Handicraft Worker II,Filled,Regular,1
Central Office,Central Office,"Crafts, Trades and Related Services",Photoengraver II,Filled,CTI,1
Region XIII - CARAGA,Division of Surigao del Norte,"Crafts, Trades and Related Services",Mechanic I,Filled,Regular,1
National Capital Region (NCR),Division of Manila,Defense and Security Service,Watchman I,Filled,Regular,65
Region II - Cagayan Valley,Division of Cagayan,Defense and Security Service,Security Guard I,Filled,Regular,52
Region VI - Western Visayas,Division of Iloilo,Defense and Security Service,Security Guard I,Filled,Regular,41
Region I - Ilocos,Division of Pangasinan II,Defense and Security Service,Security Guard I,Filled,Regular,40
National Capital Region (NCR),Division of Manila,Defense and Security Service,Security Guard I,Filled,Regular,40
Region II - Cagayan Valley,Division of Nueva Vizcaya,Defense and Security Service,Security Guard I,Filled,Regular,38
National Capital Region (NCR),Division of Quezon City,Defense and Security Service,Security Guard I,Filled,CTI,38
Region IVA - CALABARZON,Division of Quezon,Defense and Security Service,Security Guard I,Filled,Regular,32
Region I - Ilocos,Division of Pangasinan I,Defense and Security Service,Security Guard I,Filled,Regular,31
Region IVA - CALABARZON,Division of Cavite,Defense and Security Service,Security Guard I,Filled,Regular,31
National Capital Region (NCR),Division of Quezon City,Defense and Security Service,Security Guard I,Unfilled,CTI,30
Region III - Central Luzon,Division of Nueva Ecija,Defense and Security Service,Security Guard I,Filled,Regular,29
Region II - Cagayan Valley,Division of Isabela,Defense and Security Service,Security Guard I,Filled,Regular,29
Region V - Bicol,Division of Catanduanes,Defense and Security Service,Security Guard I,Filled,Regular,28
Region V - Bicol,Division of Catanduanes,Defense and Security Service,Security Guard I,Filled,CTI,28
Region III - Central Luzon,Division of Bulacan,Defense and Security Service,Security Guard I,Filled,Regular,23
Region XII - SOCCSKSARGEN,Division of Cotabato,Defense and Security Service,Security Guard I,Filled,Regular,22
Region VIII - Eastern Visayas,Division of Leyte,Defense and Security Service,Security Guard I,Filled,Regular,22
Region I - Ilocos,Division of Ilocos Norte,Defense and Security Service,Security Guard I,Filled,Regular,22
Region VII - Central Visayas,Division of Bohol,Defense and Security Service,Security Guard I,Filled,CTI,21
Region X - Northern Mindanao,Division of Misamis Oriental,Defense and Security Service,Security Guard I,Filled,Regular,21
Region VIII - Eastern Visayas,Division of Eastern Samar,Defense and Security Service,Watchman I,Filled,Regular,19
Region VI - Western Visayas,Division of Antique,Defense and Security Service,Security Guard I,Filled,Regular,18
Region V - Bicol,Division of Camarines Sur,Defense and Security Service,Security Guard I,Filled,Regular,18
National Capital Region (NCR),Division of Quezon City,Defense and Security Service,Security Guard I,Filled,Regular,18
Region VIII - Eastern Visayas,Division of Northern Samar,Defense and Security Service,Security Guard I,Filled,Regular,18
Region V - Bicol,Division of Sorsogon,Defense and Security Service,Security Guard I,Filled,Regular,17
Region X - Northern Mindanao,Division of Misamis Occidental,Defense and Security Service,Security Guard I,Filled,Regular,17
Negros Island Region (NIR),Division of Bacolod City,Defense and Security Service,Security Guard I,Filled,Regular,16
Cordillera Administrative Region (CAR),Division of Benguet,Defense and Security Service,Security Guard I,Filled,Regular,16
Region II - Cagayan Valley,Division of Quirino,Defense and Security Service,Security Guard I,Filled,Regular,16
Region IVB - MIMAROPA,Division of Occidental Mindoro,Defense and Security Service,Security Guard I,Filled,Regular,16
Region I - Ilocos,Division of Ilocos Sur,Defense and Security Service,Security Guard I,Filled,Regular,15
Region XIII - CARAGA,Division of Surigao del Sur,Defense and Security Service,Security Guard I,Filled,Regular,15
Region IVB - MIMAROPA,Division of Romblon,Defense and Security Service,Security Guard I,Filled,Regular,15
